Home_Team,Away_Team,Home_Score,Away_Score,Penalties,Player_Name,Goal_Time,Outcome,Date,Time,Stadium,City,Attendance,Referee,Referee_City
nigeria, Italy,1.0,2.0,NO,Amunike,25,Away Win,1994-07-05,,Foxboro Stadium,Foxborough,543670.0,Arturo Brizio Carter,Mexico
nigeria, Italy,1.0,2.0,NO,R. Baggio,88,Away Win,1994-07-05,,Foxboro Stadium,Foxborough,543670.0,Arturo Brizio Carter,Mexico
mexico, Bulgaria,1.0,1.0,1–3,García Aspe,18,Draw,1994-07-05,,Giants Stadium,East Rutherford,710300.0,Jamal Al Sharif,Syria
mexico, Bulgaria,1.0,1.0,1–3,Stoichkov,6,Draw,1994-07-05,,Giants Stadium,East Rutherford,710300.0,Jamal Al Sharif,Syria
italy, Spain,2.0,1.0,NO,D. Baggio,25,Home Win,1994-07-09,,Foxboro Stadium,Foxborough,534000.0,Sándor Puhl,Hungary
italy, Spain,2.0,1.0,NO,R. Baggio,88,Home Win,1994-07-09,,Foxboro Stadium,Foxborough,534000.0,Sándor Puhl,Hungary
italy, Spain,2.0,1.0,NO,Caminero,58,Home Win,1994-07-09,,Foxboro Stadium,Foxborough,534000.0,Sándor Puhl,Hungary
netherlands, Brazil,2.0,3.0,NO,Bergkamp,64,Away Win,1994-07-09,,Cotton Bowl,Dallas,635000.0,Rodrigo Badilla,Costa Rica
netherlands, Brazil,2.0,3.0,NO,Winter,76,Away Win,1994-07-09,,Cotton Bowl,Dallas,635000.0,Rodrigo Badilla,Costa Rica
netherlands, Brazil,2.0,3.0,NO,Romário,53,Away Win,1994-07-09,,Cotton Bowl,Dallas,635000.0,Rodrigo Badilla,Costa Rica
netherlands, Brazil,2.0,3.0,NO,Bebeto,63,Away Win,1994-07-09,,Cotton Bowl,Dallas,635000.0,Rodrigo Badilla,Costa Rica
netherlands, Brazil,2.0,3.0,NO,Branco,81,Away Win,1994-07-09,,Cotton Bowl,Dallas,635000.0,Rodrigo Badilla,Costa Rica
bulgaria, Germany,2.0,1.0,NO,Stoichkov,75,Home Win,1994-07-10,,Giants Stadium,East Rutherford,720000.0,José Torres Cadena,Colombia
bulgaria, Germany,2.0,1.0,NO,Letchkov,78,Home Win,1994-07-10,,Giants Stadium,East Rutherford,720000.0,José Torres Cadena,Colombia
bulgaria, Germany,2.0,1.0,NO,Matthäus,47,Home Win,1994-07-10,,Giants Stadium,East Rutherford,720000.0,José Torres Cadena,Colombia
romania, Sweden,2.0,2.0,4–5,Răducioiu,88,Draw,1994-07-10,,Stanford Stadium,Stanford,835000.0,Philip Don,England
romania, Sweden,2.0,2.0,4–5,Brolin,78,Draw,1994-07-10,,Stanford Stadium,Stanford,835000.0,Philip Don,England
romania, Sweden,2.0,2.0,4–5,K. Andersson,115,Draw,1994-07-10,,Stanford Stadium,Stanford,835000.0,Philip Don,England
bulgaria, Italy,1.0,2.0,NO,Stoichkov,44,Away Win,1994-07-13,,Giants Stadium,East Rutherford,741100.0,Joël Quiniou,France
bulgaria, Italy,1.0,2.0,NO,R. Baggio,21,Away Win,1994-07-13,,Giants Stadium,East Rutherford,741100.0,Joël Quiniou,France
sweden, Brazil,0.0,1.0,NO,Romário,80,Away Win,1994-07-13,,Rose Bowl,Pasadena,918560.0,José Torres Cadena,Colombia
sweden, Bulgaria,4.0,0.0,NO,Brolin,8,Home Win,1994-07-16,,Rose Bowl,Pasadena,915000.0,Ali Bujsaim,United Arab Emirates
sweden, Bulgaria,4.0,0.0,NO,Mild,30,Home Win,1994-07-16,,Rose Bowl,Pasadena,915000.0,Ali Bujsaim,United Arab Emirates
sweden, Bulgaria,4.0,0.0,NO,Larsson,37,Home Win,1994-07-16,,Rose Bowl,Pasadena,915000.0,Ali Bujsaim,United Arab Emirates
sweden, Bulgaria,4.0,0.0,NO,K. Andersson,39,Home Win,1994-07-16,,Rose Bowl,Pasadena,915000.0,Ali Bujsaim,United Arab Emirates
brazil, Scotland,2.0,1.0,NO,César Sampaio,5,Home Win,1998-06-10,17:30:00,Stade de France,Saint-Denis,800000.0,José María García-Aranda,Spain
brazil, Scotland,2.0,1.0,NO,Boyd,74,Home Win,1998-06-10,17:30:00,Stade de France,Saint-Denis,800000.0,José María García-Aranda,Spain
brazil, Scotland,2.0,1.0,NO,Collins,38,Home Win,1998-06-10,17:30:00,Stade de France,Saint-Denis,800000.0,José María García-Aranda,Spain
morocco, Norway,2.0,2.0,NO,Hadji,37,Draw,1998-06-10,21:00:00,Stade de la Mosson,Montpellier,298000.0,Pirom Un-prasert,Thailand
morocco, Norway,2.0,2.0,NO,Hadda,60,Draw,1998-06-10,21:00:00,Stade de la Mosson,Montpellier,298000.0,Pirom Un-prasert,Thailand
morocco, Norway,2.0,2.0,NO,Chippo,45,Draw,1998-06-10,21:00:00,Stade de la Mosson,Montpellier,298000.0,Pirom Un-prasert,Thailand
morocco, Norway,2.0,2.0,NO,o.g.,61,Draw,1998-06-10,21:00:00,Stade de la Mosson,Montpellier,298000.0,Pirom Un-prasert,Thailand
scotland, Norway,1.0,1.0,NO,Burley,66,Draw,1998-06-16,17:30:00,Parc Lescure,Bordeaux,318000.0,László Vágner,Hungary
scotland, Norway,1.0,1.0,NO,H. Flo,46,Draw,1998-06-16,17:30:00,Parc Lescure,Bordeaux,318000.0,László Vágner,Hungary
brazil, Morocco,3.0,0.0,NO,Ronaldo,9,Home Win,1998-06-16,21:00:00,Stade de la Beaujoire,Nantes,355000.0,Nikolai Levnikov,Russia
brazil, Morocco,3.0,0.0,NO,Rivaldo,45,Home Win,1998-06-16,21:00:00,Stade de la Beaujoire,Nantes,355000.0,Nikolai Levnikov,Russia
brazil, Morocco,3.0,0.0,NO,Bebeto,50,Home Win,1998-06-16,21:00:00,Stade de la Beaujoire,Nantes,355000.0,Nikolai Levnikov,Russia
scotland, Morocco,0.0,3.0,NO,Bassir,23,Away Win,1998-06-23,21:00:00,Stade Geoffroy-Guichard,Saint-Étienne,306000.0,Ali Bujsaim,United Arab Emirates
scotland, Morocco,0.0,3.0,NO,Hadda,46,Away Win,1998-06-23,21:00:00,Stade Geoffroy-Guichard,Saint-Étienne,306000.0,Ali Bujsaim,United Arab Emirates
brazil, Norway,1.0,2.0,NO,Bebeto,78,Away Win,1998-06-23,21:00:00,Stade Vélodrome,Marseille,550000.0,Esfandiar Baharmast,United States
brazil, Norway,1.0,2.0,NO,T. A. Flo,83,Away Win,1998-06-23,21:00:00,Stade Vélodrome,Marseille,550000.0,Esfandiar Baharmast,United States
brazil, Norway,1.0,2.0,NO,Rekdal,89,Away Win,1998-06-23,21:00:00,Stade Vélodrome,Marseille,550000.0,Esfandiar Baharmast,United States
italy, Chile,2.0,2.0,NO,Vieri,10,Draw,1998-06-11,17:30:00,Parc Lescure,Bordeaux,318000.0,Lucien Bouchardeau,Niger
italy, Chile,2.0,2.0,NO,R. Baggio,84,Draw,1998-06-11,17:30:00,Parc Lescure,Bordeaux,318000.0,Lucien Bouchardeau,Niger
italy, Chile,2.0,2.0,NO,Salas,45,Draw,1998-06-11,17:30:00,Parc Lescure,Bordeaux,318000.0,Lucien Bouchardeau,Niger
cameroon, Austria,1.0,1.0,NO,Njanka,77,Draw,1998-06-11,21:00:00,Stade de Toulouse,Toulouse,335000.0,Epifanio González,Paraguay
cameroon, Austria,1.0,1.0,NO,Polster,90,Draw,1998-06-11,21:00:00,Stade de Toulouse,Toulouse,335000.0,Epifanio González,Paraguay
chile, Austria,1.0,1.0,NO,Salas,70,Draw,1998-06-17,17:30:00,Stade Geoffroy-Guichard,Saint-Étienne,306000.0,Gamal Al-Ghandour,Egypt
chile, Austria,1.0,1.0,NO,Vastić,90,Draw,1998-06-17,17:30:00,Stade Geoffroy-Guichard,Saint-Étienne,306000.0,Gamal Al-Ghandour,Egypt
italy, Cameroon,3.0,0.0,NO,Di Biagio,7,Home Win,1998-06-17,21:00:00,Stade de la Mosson,Montpellier,298000.0,Eddie Lennie,Australia
italy, Cameroon,3.0,0.0,NO,Vieri,75,Home Win,1998-06-17,21:00:00,Stade de la Mosson,Montpellier,298000.0,Eddie Lennie,Australia
italy, Austria,2.0,1.0,NO,Vieri,48,Home Win,1998-06-23,16:00:00,Stade de France,Saint-Denis,800000.0,Paul Durkin,England
italy, Austria,2.0,1.0,NO,R. Baggio,90,Home Win,1998-06-23,16:00:00,Stade de France,Saint-Denis,800000.0,Paul Durkin,England
italy, Austria,2.0,1.0,NO,Herzog,90,Home Win,1998-06-23,16:00:00,Stade de France,Saint-Denis,800000.0,Paul Durkin,England
chile, Cameroon,1.0,1.0,NO,Sierra,20,Draw,1998-06-23,16:00:00,Stade de la Beaujoire,Nantes,355000.0,László Vágner,Hungary
chile, Cameroon,1.0,1.0,NO,Mboma,56,Draw,1998-06-23,16:00:00,Stade de la Beaujoire,Nantes,355000.0,László Vágner,Hungary
saudi arabia, Denmark,0.0,1.0,NO,Rieper,69,Away Win,1998-06-12,17:30:00,Stade Félix Bollaert,Lens,381000.0,Javier Castrilli,Argentina
france, South Africa,3.0,0.0,NO,Dugarry,36,Home Win,1998-06-12,21:00:00,Stade Vélodrome,Marseille,550000.0,Márcio Rezende de Freitas,Brazil
france, South Africa,3.0,0.0,NO,Issa,77,Home Win,1998-06-12,21:00:00,Stade Vélodrome,Marseille,550000.0,Márcio Rezende de Freitas,Brazil
france, South Africa,3.0,0.0,NO,o.g.,90,Home Win,1998-06-12,21:00:00,Stade Vélodrome,Marseille,550000.0,Márcio Rezende de Freitas,Brazil
south africa, Denmark,1.0,1.0,NO,McCarthy,51,Draw,1998-06-18,17:30:00,Stade de Toulouse,Toulouse,335000.0,John Toro Rendón,Colombia
south africa, Denmark,1.0,1.0,NO,A. Nielsen,12,Draw,1998-06-18,17:30:00,Stade de Toulouse,Toulouse,335000.0,John Toro Rendón,Colombia
france, Saudi Arabia,4.0,0.0,NO,Henry,37,Home Win,1998-06-18,21:00:00,Stade de France,Saint-Denis,800000.0,Arturo Brizio Carter,Mexico
france, Saudi Arabia,4.0,0.0,NO,Trezeguet,68,Home Win,1998-06-18,21:00:00,Stade de France,Saint-Denis,800000.0,Arturo Brizio Carter,Mexico
france, Saudi Arabia,4.0,0.0,NO,Lizarazu,85,Home Win,1998-06-18,21:00:00,Stade de France,Saint-Denis,800000.0,Arturo Brizio Carter,Mexico
france, Denmark,2.0,1.0,NO,Djorkaeff,12,Home Win,1998-06-24,16:00:00,Stade Gerland,Lyon,391000.0,Pierluigi Collina,Italy
france, Denmark,2.0,1.0,NO,pen.,56,Home Win,1998-06-24,16:00:00,Stade Gerland,Lyon,391000.0,Pierluigi Collina,Italy
france, Denmark,2.0,1.0,NO,M. Laudrup,42,Home Win,1998-06-24,16:00:00,Stade Gerland,Lyon,391000.0,Pierluigi Collina,Italy
south africa, Saudi Arabia,2.0,2.0,NO,Bartlett,18,Draw,1998-06-24,16:00:00,Parc Lescure,Bordeaux,318000.0,Mario Sánchez,Chile
south africa, Saudi Arabia,2.0,2.0,NO,Al-Jaber,45,Draw,1998-06-24,16:00:00,Parc Lescure,Bordeaux,318000.0,Mario Sánchez,Chile
south africa, Saudi Arabia,2.0,2.0,NO,pen.,74,Draw,1998-06-24,16:00:00,Parc Lescure,Bordeaux,318000.0,Mario Sánchez,Chile
spain, Nigeria,2.0,3.0,NO,Hierro,21,Away Win,1998-06-13,14:30:00,Stade de la Beaujoire,Nantes,355000.0,Esfandiar Baharmast,United States
spain, Nigeria,2.0,3.0,NO,Raúl,47,Away Win,1998-06-13,14:30:00,Stade de la Beaujoire,Nantes,355000.0,Esfandiar Baharmast,United States
spain, Nigeria,2.0,3.0,NO,Adepoju,24,Away Win,1998-06-13,14:30:00,Stade de la Beaujoire,Nantes,355000.0,Esfandiar Baharmast,United States
spain, Nigeria,2.0,3.0,NO,Zubizarreta,73,Away Win,1998-06-13,14:30:00,Stade de la Beaujoire,Nantes,355000.0,Esfandiar Baharmast,United States
spain, Nigeria,2.0,3.0,NO,o.g.,78,Away Win,1998-06-13,14:30:00,Stade de la Beaujoire,Nantes,355000.0,Esfandiar Baharmast,United States
nigeria, Bulgaria,1.0,0.0,NO,Ikpeba,28,Home Win,1998-06-19,17:30:00,Parc des Princes,Unknown,455000.0,Mario Sánchez Yantén,Chile
nigeria, Paraguay,1.0,3.0,NO,Oruma,11,Away Win,1998-06-24,21:00:00,Stade de Toulouse,Toulouse,335000.0,Pirom Un-prasert,Thailand
nigeria, Paraguay,1.0,3.0,NO,Ayala,1,Away Win,1998-06-24,21:00:00,Stade de Toulouse,Toulouse,335000.0,Pirom Un-prasert,Thailand
nigeria, Paraguay,1.0,3.0,NO,Benítez,58,Away Win,1998-06-24,21:00:00,Stade de Toulouse,Toulouse,335000.0,Pirom Un-prasert,Thailand
nigeria, Paraguay,1.0,3.0,NO,Cardozo,86,Away Win,1998-06-24,21:00:00,Stade de Toulouse,Toulouse,335000.0,Pirom Un-prasert,Thailand
spain, Bulgaria,6.0,1.0,NO,Hierro,6,Home Win,1998-06-24,21:00:00,Stade Félix-Bollaert,Lens,381000.0,Mario van der Ende,Netherlands
spain, Bulgaria,6.0,1.0,NO,pen.,18,Home Win,1998-06-24,21:00:00,Stade Félix-Bollaert,Lens,381000.0,Mario van der Ende,Netherlands
spain, Bulgaria,6.0,1.0,NO,Luis Enrique,55,Home Win,1998-06-24,21:00:00,Stade Félix-Bollaert,Lens,381000.0,Mario van der Ende,Netherlands
spain, Bulgaria,6.0,1.0,NO,Morientes,88,Home Win,1998-06-24,21:00:00,Stade Félix-Bollaert,Lens,381000.0,Mario van der Ende,Netherlands
spain, Bulgaria,6.0,1.0,NO,Bachev,90,Home Win,1998-06-24,21:00:00,Stade Félix-Bollaert,Lens,381000.0,Mario van der Ende,Netherlands
spain, Bulgaria,6.0,1.0,NO,Kostadinov,58,Home Win,1998-06-24,21:00:00,Stade Félix-Bollaert,Lens,381000.0,Mario van der Ende,Netherlands
south korea, Mexico,1.0,3.0,NO,Ha Seok-ju,27,Away Win,1998-06-13,17:30:00,Stade de Gerland,Lyon,391000.0,Günter Benkö,Austria
south korea, Mexico,1.0,3.0,NO,Peláez,50,Away Win,1998-06-13,17:30:00,Stade de Gerland,Lyon,391000.0,Günter Benkö,Austria
south korea, Mexico,1.0,3.0,NO,Hernández,75,Away Win,1998-06-13,17:30:00,Stade de Gerland,Lyon,391000.0,Günter Benkö,Austria
belgium, Mexico,2.0,2.0,NO,Wilmots,42,Draw,1998-06-20,17:30:00,Parc Lescure,Bordeaux,318000.0,Hugh Dallas,Scotland
belgium, Mexico,2.0,2.0,NO,García Aspe,55,Draw,1998-06-20,17:30:00,Parc Lescure,Bordeaux,318000.0,Hugh Dallas,Scotland
belgium, Mexico,2.0,2.0,NO,pen.,62,Draw,1998-06-20,17:30:00,Parc Lescure,Bordeaux,318000.0,Hugh Dallas,Scotland
netherlands, South Korea,5.0,0.0,NO,Cocu,37,Home Win,1998-06-20,21:00:00,Stade Vélodrome,Marseille,550000.0,Ryszard Wójcik,Poland
netherlands, South Korea,5.0,0.0,NO,Overmars,41,Home Win,1998-06-20,21:00:00,Stade Vélodrome,Marseille,550000.0,Ryszard Wójcik,Poland
netherlands, South Korea,5.0,0.0,NO,Bergkamp,71,Home Win,1998-06-20,21:00:00,Stade Vélodrome,Marseille,550000.0,Ryszard Wójcik,Poland
netherlands, South Korea,5.0,0.0,NO,Van Hooijdonk,80,Home Win,1998-06-20,21:00:00,Stade Vélodrome,Marseille,550000.0,Ryszard Wójcik,Poland
netherlands, South Korea,5.0,0.0,NO,R. de Boer,83,Home Win,1998-06-20,21:00:00,Stade Vélodrome,Marseille,550000.0,Ryszard Wójcik,Poland
netherlands, Mexico,2.0,2.0,NO,Cocu,4,Draw,1998-06-25,16:00:00,Stade Geoffroy-Guichard,Saint-Étienne,306000.0,Abdul Rahman Al-Zeid,Saudi Arabia
netherlands, Mexico,2.0,2.0,NO,R. de Boer,18,Draw,1998-06-25,16:00:00,Stade Geoffroy-Guichard,Saint-Étienne,306000.0,Abdul Rahman Al-Zeid,Saudi Arabia
netherlands, Mexico,2.0,2.0,NO,Peláez,75,Draw,1998-06-25,16:00:00,Stade Geoffroy-Guichard,Saint-Étienne,306000.0,Abdul Rahman Al-Zeid,Saudi Arabia
netherlands, Mexico,2.0,2.0,NO,Hernández,90,Draw,1998-06-25,16:00:00,Stade Geoffroy-Guichard,Saint-Étienne,306000.0,Abdul Rahman Al-Zeid,Saudi Arabia
belgium, South Korea,1.0,1.0,NO,Nilis,7,Draw,1998-06-25,16:00:00,Parc des Princes,Paris,455000.0,Márcio Rezende de Freitas,Brazil
belgium, South Korea,1.0,1.0,NO,Yoo Sang-chul,72,Draw,1998-06-25,16:00:00,Parc des Princes,Paris,455000.0,Márcio Rezende de Freitas,Brazil
fr yugoslavia, Iran,1.0,0.0,NO,Mihajlović,73,Home Win,1998-06-14,17:30:00,Stade Geoffroy-Guichard,Saint-Étienne,306000.0,Alberto Tejada,Peru
germany, United States,2.0,0.0,NO,Möller,9,Home Win,1998-06-15,21:00:00,Parc des Princes,Paris,455000.0,Said Belqola,Morocco
germany, United States,2.0,0.0,NO,Klinsmann,65,Home Win,1998-06-15,21:00:00,Parc des Princes,Paris,455000.0,Said Belqola,Morocco
germany, FR Yugoslavia,2.0,2.0,NO,Mihajlović,72,Draw,1998-06-21,14:30:00,Stade Félix-Bollaert,Lens,381000.0,Kim Milton Nielsen,Denmark
germany, FR Yugoslavia,2.0,2.0,NO,o.g.,78,Draw,1998-06-21,14:30:00,Stade Félix-Bollaert,Lens,381000.0,Kim Milton Nielsen,Denmark
germany, FR Yugoslavia,2.0,2.0,NO,Mijatović,13,Draw,1998-06-21,14:30:00,Stade Félix-Bollaert,Lens,381000.0,Kim Milton Nielsen,Denmark
germany, FR Yugoslavia,2.0,2.0,NO,Stojković,52,Draw,1998-06-21,14:30:00,Stade Félix-Bollaert,Lens,381000.0,Kim Milton Nielsen,Denmark
united states, Iran,1.0,2.0,NO,McBride,87,Away Win,1998-06-21,21:00:00,Stade de Gerland,Lyon,391000.0,Urs Meier,Switzerland
united states, Iran,1.0,2.0,NO,Estili,40,Away Win,1998-06-21,21:00:00,Stade de Gerland,Lyon,391000.0,Urs Meier,Switzerland
united states, Iran,1.0,2.0,NO,Mahdavikia,84,Away Win,1998-06-21,21:00:00,Stade de Gerland,Lyon,391000.0,Urs Meier,Switzerland
germany, Iran,2.0,0.0,NO,Bierhoff,50,Home Win,1998-06-25,21:00:00,Stade de la Mosson,Montpellier,298000.0,Epifanio González,Paraguay
germany, Iran,2.0,0.0,NO,Klinsmann,57,Home Win,1998-06-25,21:00:00,Stade de la Mosson,Montpellier,298000.0,Epifanio González,Paraguay
united states, FR Yugoslavia,0.0,1.0,NO,Komljenović,4,Away Win,1998-06-25,21:00:00,Stade de la Beaujoire,Nantes,355000.0,Gamal Al-Ghandour,Egypt
england, Tunisia,2.0,0.0,NO,Shearer,42,Home Win,1998-06-15,14:30:00,Stade Vélodrome,Marseille,545870.0,Masayoshi Okada,Japan
england, Tunisia,2.0,0.0,NO,Scholes,89,Home Win,1998-06-15,14:30:00,Stade Vélodrome,Marseille,545870.0,Masayoshi Okada,Japan
romania, Colombia,1.0,0.0,NO,Ilie,45,Home Win,1998-06-15,17:30:00,Stade de Gerland,Lyon,391000.0,Lim Kee Chong,Mauritius
colombia, Tunisia,1.0,0.0,NO,Preciado,83,Home Win,1998-06-22,17:30:00,Stade de la Mosson,Montpellier,298000.0,Bernd Heynemann,Germany
romania, England,2.0,1.0,NO,Moldovan,46,Home Win,1998-06-22,21:00:00,Stade de Toulouse,Toulouse,335000.0,Marc Batta,France
romania, England,2.0,1.0,NO,Petrescu,90,Home Win,1998-06-22,21:00:00,Stade de Toulouse,Toulouse,335000.0,Marc Batta,France
romania, England,2.0,1.0,NO,Owen,81,Home Win,1998-06-22,21:00:00,Stade de Toulouse,Toulouse,335000.0,Marc Batta,France
colombia, England,0.0,2.0,NO,Anderton,20,Away Win,1998-06-26,21:00:00,Stade Félix-Bollaert,Lens,381000.0,Arturo Brizio Carter,Mexico
colombia, England,0.0,2.0,NO,Beckham,29,Away Win,1998-06-26,21:00:00,Stade Félix-Bollaert,Lens,381000.0,Arturo Brizio Carter,Mexico
romania, Tunisia,1.0,1.0,NO,Moldovan,71,Draw,1998-06-26,21:00:00,Stade de France,Saint-Denis,770000.0,Eddie Lennie,Australia
romania, Tunisia,1.0,1.0,NO,Souayah,12,Draw,1998-06-26,21:00:00,Stade de France,Saint-Denis,770000.0,Eddie Lennie,Australia
argentina, Japan,1.0,0.0,NO,Batistuta,28,Home Win,1998-06-14,14:30:00,Stade de Toulouse,Toulouse,335000.0,Mario van der Ende,Netherlands
jamaica, Croatia,1.0,3.0,NO,Earle,45,Away Win,1998-06-14,21:00:00,Stade Félix-Bollaert,Lens,381000.0,Vítor Melo Pereira,Portugal
jamaica, Croatia,1.0,3.0,NO,Stanić,27,Away Win,1998-06-14,21:00:00,Stade Félix-Bollaert,Lens,381000.0,Vítor Melo Pereira,Portugal
jamaica, Croatia,1.0,3.0,NO,Prosinečki,53,Away Win,1998-06-14,21:00:00,Stade Félix-Bollaert,Lens,381000.0,Vítor Melo Pereira,Portugal
jamaica, Croatia,1.0,3.0,NO,Šuker,69,Away Win,1998-06-14,21:00:00,Stade Félix-Bollaert,Lens,381000.0,Vítor Melo Pereira,Portugal
japan, Croatia,0.0,1.0,NO,Šuker,77,Away Win,1998-06-20,14:30:00,Stade de la Beaujoire,Nantes,355000.0,Ramesh Ramdhan,Trinidad and Tobago
argentina, Jamaica,5.0,0.0,NO,Ortega,32,Home Win,1998-06-21,17:30:00,Parc des Princes,Paris,455000.0,Rune Pedersen,Norway
argentina, Jamaica,5.0,0.0,NO,Batistuta,73,Home Win,1998-06-21,17:30:00,Parc des Princes,Paris,455000.0,Rune Pedersen,Norway
argentina, Croatia,1.0,0.0,NO,Pineda,36,Home Win,1998-06-26,16:00:00,Parc Lescure,Bordeaux,318000.0,Said Belqola,Morocco
japan, Jamaica,1.0,2.0,NO,Nakayama,74,Away Win,1998-06-26,16:00:00,Stade Gerland,Lyon,391000.0,Günter Benkö,Austria
japan, Jamaica,1.0,2.0,NO,Whitmore,39,Away Win,1998-06-26,16:00:00,Stade Gerland,Lyon,391000.0,Günter Benkö,Austria
italy, Norway,1.0,0.0,NO,Vieri,18,Home Win,1998-06-27,16:30:00,Stade Vélodrome,Marseille,550000.0,Bernd Heynemann,Germany
brazil, Chile,4.0,1.0,NO,Sampaio,11,Home Win,1998-06-27,21:00:00,Parc des Princes,Unknown,455000.0,Marc Batta,France
brazil, Chile,4.0,1.0,NO,Ronaldo,45,Home Win,1998-06-27,21:00:00,Parc des Princes,Unknown,455000.0,Marc Batta,France
brazil, Chile,4.0,1.0,NO,Salas,70,Home Win,1998-06-27,21:00:00,Parc des Princes,Unknown,455000.0,Marc Batta,France
nigeria, Denmark,1.0,4.0,NO,Babangida,77,Away Win,1998-06-28,21:00:00,Stade de France,Saint-Denis,770000.0,Urs Meier,Switzerland
nigeria, Denmark,1.0,4.0,NO,Møller,3,Away Win,1998-06-28,21:00:00,Stade de France,Saint-Denis,770000.0,Urs Meier,Switzerland
nigeria, Denmark,1.0,4.0,NO,B. Laudrup,12,Away Win,1998-06-28,21:00:00,Stade de France,Saint-Denis,770000.0,Urs Meier,Switzerland
nigeria, Denmark,1.0,4.0,NO,Sand,58,Away Win,1998-06-28,21:00:00,Stade de France,Saint-Denis,770000.0,Urs Meier,Switzerland
nigeria, Denmark,1.0,4.0,NO,Helveg,76,Away Win,1998-06-28,21:00:00,Stade de France,Saint-Denis,770000.0,Urs Meier,Switzerland
germany, Mexico,2.0,1.0,NO,Klinsmann,74,Home Win,1998-06-29,16:30:00,Stade de la Mosson,Montpellier,298000.0,Vítor Melo Pereira,Portugal
germany, Mexico,2.0,1.0,NO,Bierhoff,86,Home Win,1998-06-29,16:30:00,Stade de la Mosson,Montpellier,298000.0,Vítor Melo Pereira,Portugal
germany, Mexico,2.0,1.0,NO,Hernández,47,Home Win,1998-06-29,16:30:00,Stade de la Mosson,Montpellier,298000.0,Vítor Melo Pereira,Portugal
netherlands, FR Yugoslavia,2.0,1.0,NO,Bergkamp,38,Home Win,1998-06-29,21:00:00,Stade de Toulouse,Toulouse,335000.0,José María García-Aranda,Spain
netherlands, FR Yugoslavia,2.0,1.0,NO,Davids,90,Home Win,1998-06-29,21:00:00,Stade de Toulouse,Toulouse,335000.0,José María García-Aranda,Spain
netherlands, FR Yugoslavia,2.0,1.0,NO,Komljenović,48,Home Win,1998-06-29,21:00:00,Stade de Toulouse,Toulouse,335000.0,José María García-Aranda,Spain
romania, Croatia,0.0,1.0,NO,Šuker,45,Away Win,1998-06-30,16:30:00,Parc Lescure,Bordeaux,318000.0,Javier Castrilli,Argentina
argentina, England,2.0,2.0,4–3,Batistuta,5,Draw,1998-06-30,21:00:00,Stade Geoffroy-Guichard,Saint-Étienne,306000.0,Kim Milton Nielsen,Denmark
argentina, England,2.0,2.0,4–3,pen.,45,Draw,1998-06-30,21:00:00,Stade Geoffroy-Guichard,Saint-Étienne,306000.0,Kim Milton Nielsen,Denmark
argentina, England,2.0,2.0,4–3,Shearer,9,Draw,1998-06-30,21:00:00,Stade Geoffroy-Guichard,Saint-Étienne,306000.0,Kim Milton Nielsen,Denmark
argentina, England,2.0,2.0,4–3,pen.,16,Draw,1998-06-30,21:00:00,Stade Geoffroy-Guichard,Saint-Étienne,306000.0,Kim Milton Nielsen,Denmark
brazil, Denmark,3.0,2.0,NO,Bebeto,10,Home Win,1998-07-03,21:00:00,Stade de la Beaujoire,Nantes,355000.0,Gamal Al-Ghandour,Egypt
brazil, Denmark,3.0,2.0,NO,Rivaldo,25,Home Win,1998-07-03,21:00:00,Stade de la Beaujoire,Nantes,355000.0,Gamal Al-Ghandour,Egypt
brazil, Denmark,3.0,2.0,NO,M. Jørgensen,2,Home Win,1998-07-03,21:00:00,Stade de la Beaujoire,Nantes,355000.0,Gamal Al-Ghandour,Egypt
brazil, Denmark,3.0,2.0,NO,B. Laudrup,50,Home Win,1998-07-03,21:00:00,Stade de la Beaujoire,Nantes,355000.0,Gamal Al-Ghandour,Egypt
netherlands, Argentina,2.0,1.0,NO,Kluivert,12,Home Win,1998-07-04,16:30:00,Stade Vélodrome,Marseille,550000.0,Arturo Brizio Carter,Mexico
netherlands, Argentina,2.0,1.0,NO,Bergkamp,90,Home Win,1998-07-04,16:30:00,Stade Vélodrome,Marseille,550000.0,Arturo Brizio Carter,Mexico
netherlands, Argentina,2.0,1.0,NO,López,17,Home Win,1998-07-04,16:30:00,Stade Vélodrome,Marseille,550000.0,Arturo Brizio Carter,Mexico
germany, Croatia,0.0,3.0,NO,Jarni,45,Away Win,1998-07-04,21:00:00,Stade de Gerland,Lyon,391000.0,Rune Pedersen,Norway
germany, Croatia,0.0,3.0,NO,Vlaović,80,Away Win,1998-07-04,21:00:00,Stade de Gerland,Lyon,391000.0,Rune Pedersen,Norway
germany, Croatia,0.0,3.0,NO,Šuker,85,Away Win,1998-07-04,21:00:00,Stade de Gerland,Lyon,391000.0,Rune Pedersen,Norway
brazil, Netherlands,1.0,1.0,4–2,Ronaldo,46,Draw,1998-07-07,21:00:00,Stade Vélodrome,Marseille,540000.0,Ali Bujsaim,United Arab Emirates
brazil, Netherlands,1.0,1.0,4–2,Kluivert,87,Draw,1998-07-07,21:00:00,Stade Vélodrome,Marseille,540000.0,Ali Bujsaim,United Arab Emirates
france, Croatia,2.0,1.0,NO,Thuram,47,Home Win,1998-07-08,21:00:00,Stade de France,Saint-Denis,760000.0,José María García-Aranda,Spain
